Accession,Release_Date,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW528778,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528779,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528780,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528781,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528782,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528783,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-14
MW528784,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528785,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528786,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528787,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528788,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528789,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528790,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528791,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528792,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-14
MW528793,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-14
MW528794,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-14
MW528795,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528796,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528797,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528798,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528799,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528800,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528801,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528802,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528803,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528804,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528805,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-14
MW528806,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528807,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528808,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528809,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29767,USA: CA,CA,Homo sapiens,,2021-01-15
MW528810,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528811,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528812,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528813,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528814,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528815,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528816,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528817,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528818,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29756,USA: CA,CA,Homo sapiens,,2021-01-15
MW528819,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528820,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29778,USA: CA,CA,Homo sapiens,,2021-01-15
MW528821,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528822,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528823,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528824,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528825,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528826,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528827,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528828,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528829,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29692,USA: CA,CA,Homo sapiens,,2021-01-14
MW528830,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528831,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528832,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-13
MW528833,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-13
MW531648,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29323,"USA: Virginia, Frederick county",VA,Homo sapiens,"saliva, oronasopharynx",2021-01-12
MW531649,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,"USA: Virginia, Frederick county",VA,Homo sapiens,"saliva, oronasopharynx",2021-01-18
MW531650,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,"USA: Virginia, Frederick county",VA,Homo sapiens,"saliva, oronasopharynx",2021-01-20
MW490625,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW490626,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,USA,,Homo sapiens,oronasopharynx,2021-01-08
MW490631,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29888,USA,,Homo sapiens,oronasopharynx,2021-01-07
MW490632,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW490633,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW494325,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,USA,,Homo sapiens,,2021-01-07
MW521654,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: Rhode Island,RI,Homo sapiens,,2021-01-03
MW523042,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,USA: GA,GA,Homo sapiens,,2021-01-04
MW523778,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,USA: Louisiana,LA,Homo sapiens,oronasopharynx,2021-01-07
MW523779,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-01-06
MW523780,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,USA: Ohio,OH,Homo sapiens,oronasopharynx,2021-01-06
MW523781,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29822,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-06
MW523782,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-01-06
MW523783,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,USA: Iowa,IA,Homo sapiens,oronasopharynx,2021-01-06
MW523784,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29823,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-06
MW523785,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-01-06
MW523786,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,USA: New York,NY,Homo sapiens,oronasopharynx,2021-01-06
MW523787,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523788,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29877,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-06
MW523789,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Washington,WA,Homo sapiens,oronasopharynx,2021-01-06
MW523790,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523791,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523792,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523793,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523794,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-06
MW523795,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523796,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523797,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,USA: Hawaii,HI,Homo sapiens,oronasopharynx,2021-01-06
MW523798,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523799,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523800,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Mississippi,MS,Homo sapiens,oronasopharynx,2021-01-06
MW523801,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-06
MW523802,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523803,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,USA: Utah,UT,Homo sapiens,oronasopharynx,2021-01-06
MW523804,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-06
MW523805,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,USA: Ohio,OH,Homo sapiens,oronasopharynx,2021-01-06
MW523806,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29875,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-01-05
MW523807,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-05
MW523808,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2021-01-05
MW523809,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,USA: Ohio,OH,Homo sapiens,oronasopharynx,2021-01-05
MW523810,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,USA: Alabama,AL,Homo sapiens,oronasopharynx,2021-01-05
MW523811,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29852,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523812,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523813,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-05
MW523814,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,USA: Rhode Island,RI,Homo sapiens,oronasopharynx,2021-01-05
MW523815,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2021-01-05
MW523816,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-05
MW523817,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-05
MW523818,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2021-01-05
MW523819,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-01-05
MW523820,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523821,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,USA: Michigan,MI,Homo sapiens,oronasopharynx,2021-01-05
MW523822,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523823,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-01-05
MW523824,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29879,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2021-01-05
MW523825,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523826,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29843,USA: New Hampshire,NH,Homo sapiens,oronasopharynx,2021-01-05
MW523827,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523828,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29819,USA: Illinois,IL,Homo sapiens,oronasopharynx,2021-01-05
MW523829,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Virginia,VA,Homo sapiens,oronasopharynx,2021-01-05
MW523830,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,USA: Michigan,MI,Homo sapiens,oronasopharynx,2021-01-05
MW523831,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Oregon,OR,Homo sapiens,oronasopharynx,2021-01-05
MW523832,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29886,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2021-01-05
MW523833,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523834,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-05
MW523835,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,USA: Kentucky,KY,Homo sapiens,oronasopharynx,2021-01-05
MW523836,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,USA: South Carolina,SC,Homo sapiens,oronasopharynx,2021-01-05
MW523837,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,USA: Michigan,MI,Homo sapiens,oronasopharynx,2021-01-05
MW523838,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29824,USA: Arkansas,AR,Homo sapiens,oronasopharynx,2021-01-05
MW523839,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523840,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,USA: Alabama,AL,Homo sapiens,oronasopharynx,2021-01-05
MW523841,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-05
MW523842,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-05
MW523843,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-05
MW523844,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: South Carolina,SC,Homo sapiens,oronasopharynx,2021-01-05
MW523845,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,USA: Tennessee,TN,Homo sapiens,oronasopharynx,2021-01-05
MW523846,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-01-05
MW523847,2021-01-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-01-05
